id,code,name,full_name
l10n_latam_sv.32401,32401,"Fabricación de juegos de mesa y de salón","Fabricación de juegos de mesa y de salón"
l10n_latam_sv.32409,32409,"Fabricación de juegos y juguetes n.c.p.","Fabricación de juegos y juguetes n.c.p."
l10n_latam_sv.32901,32901,"Fabricación de lápices, bolígrafos, sellos y artículos de librería en general","Fabricación de lápices, bolígrafos, sellos y artículos de librería en general"
l10n_latam_sv.30200,30200,"Fabricación de locomotoras y de material rodante","Fabricación de locomotoras y de material rodante"
l10n_latam_sv.16210,16210,"Fabricación de madera laminada, terciada, enchapada y contrachapada, paneles para la construcción","Fabricación de madera laminada, terciada, enchapada y contrachapada, paneles para la construcción"
l10n_latam_sv.15121,15121,"Fabricación de maletas, bolsos de mano y otros artículos de marroquinería","Fabricación de maletas, bolsos de mano y otros artículos de marroquinería"
l10n_latam_sv.28210,28210,"Fabricación de maquinaria agropecuaria y forestal","Fabricación de maquinaria agropecuaria y forestal"
l10n_latam_sv.28299,28299,"Fabricación de maquinaria de uso especial ncp","Fabricación de maquinaria de uso especial ncp"
l10n_latam_sv.28230,28230,"Fabricación de maquinaria metalúrgica","Fabricación de maquinaria metalúrgica"
l10n_latam_sv.28250,28250,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco","Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco"
l10n_latam_sv.28260,28260,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros","Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros"
l10n_latam_sv.28240,28240,"Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción","Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción"
l10n_latam_sv.28170,28170,"Fabricación de maquinaria y equipo de oficina","Fabricación de maquinaria y equipo de oficina"
l10n_latam_sv.28220,28220,"Fabricación de máquinas para conformar metales y maquinaria herramienta","Fabricación de máquinas para conformar metales y maquinaria herramienta"
l10n_latam_sv.28291,28291,"Fabricación de máquinas para imprenta","Fabricación de máquinas para imprenta"
l10n_latam_sv.20112,20112,"Fabricación de materiales curtientes","Fabricación de materiales curtientes"
l10n_latam_sv.20111,20111,"Fabricación de materias primas para la fabricación de colorantes","Fabricación de materias primas para la fabricación de colorantes"
l10n_latam_sv.26800,26800,"Fabricación de medios magnéticos y ópticos","Fabricación de medios magnéticos y ópticos"
l10n_latam_sv.15122,15122,"Fabricación de monturas, accesorios y vainas talabartería","Fabricación de monturas, accesorios y vainas talabartería"
l10n_latam_sv.30910,30910,"Fabricación de motocicletas","Fabricación de motocicletas"
l10n_latam_sv.28110,28110,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas","Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas"
l10n_latam_sv.27100,27100,"Fabricación de motores, generadores, transformadores eléctricos, aparatos de distribución y control de electricidad","Fabricación de motores, generadores, transformadores eléctricos, aparatos de distribución y control de electricidad"
l10n_latam_sv.31009,31009,"Fabricación de muebles ncp","Fabricación de muebles ncp"
l10n_latam_sv.31002,31002,"Fabricación de muebles y otros productos de madera a medida","Fabricación de muebles y otros productos de madera a medida"
l10n_latam_sv.28130,28130,"Fabricación de otras bombas, compresores, grifos y válvulas","Fabricación de otras bombas, compresores, grifos y válvulas"
l10n_latam_sv.27320,27320,"Fabricación de otros hilos y cables eléctricos","Fabricación de otros hilos y cables eléctricos"
l10n_latam_sv.22190,22190,"Fabricacion de otros productos de caucho","Fabricacion de otros productos de caucho"
l10n_latam_sv.27900,27900,"Fabricación de otros tipos de equipo eléctrico","Fabricación de otros tipos de equipo eléctrico"
l10n_latam_sv.28190,28190,"Fabricación de otros tipos de maquinaria de uso general","Fabricación de otros tipos de maquinaria de uso general"
l10n_latam_sv.10712,10712,"Fabricación de pan, galletas y barquillos","Fabricación de pan, galletas y barquillos"
l10n_latam_sv.17020,17020,"Fabricación de papel y cartón ondulado y envases de papel y cartón","Fabricación de papel y cartón ondulado y envases de papel y cartón"
l10n_latam_sv.15202,15202,"Fabricación de partes y accesorios de calzado","Fabricación de partes y accesorios de calzado"
l10n_latam_sv.16220,16220,"Fabricación de partes y piezas de carpintería para edificios y construcciones","Fabricación de partes y piezas de carpintería para edificios y construcciones"
l10n_latam_sv.29300,29300,"Fabricación de partes, piezas y accesorios para vehículos automotores ","Fabricación de partes, piezas y accesorios para vehículos automotores "
l10n_latam_sv.17010,17010,"Fabricación de pasta de madera, papel y cartón","Fabricación de pasta de madera, papel y cartón"
l10n_latam_sv.20232,20232,"Fabricación de perfumes, cosméticos y productos de higiene y cuidado personal, incluyendo tintes, champú, etc.","Fabricación de perfumes, cosméticos y productos de higiene y cuidado personal, incluyendo tintes, champú, etc."
l10n_latam_sv.27200,27200,"Fabricación de pilas, baterías y acumuladores","Fabricación de pilas, baterías y acumuladores"
l10n_latam_sv.20220,20220,"Fabricación de pinturas, barnices y productos de revestimiento similares; tintas de imprenta y masillas","Fabricación de pinturas, barnices y productos de revestimiento similares; tintas de imprenta y masillas"
l10n_latam_sv.20210,20210,"Fabricación de plaguicidas y otros productos químicos de uso agropecuario","Fabricación de plaguicidas y otros productos químicos de uso agropecuario"
l10n_latam_sv.20130,20130,"Fabricación de plástico y caucho en formas primarias","Fabricación de plástico y caucho en formas primarias"
l10n_latam_sv.14309,14309,"Fabricación de prendas de vestir de tejido de punto ncp","Fabricación de prendas de vestir de tejido de punto ncp"
l10n_latam_sv.14103,14103,"Fabricación de prendas de vestir para ambos sexos","Fabricación de prendas de vestir para ambos sexos"
l10n_latam_sv.14105,14105,"Fabricación de prendas de vestir para deportes","Fabricación de prendas de vestir para deportes"
l10n_latam_sv.14109,14109,"Fabricación de prendas y accesorios de vestir n.c.p.","Fabricación de prendas y accesorios de vestir n.c.p."
l10n_latam_sv.23920,23920,"Fabricación de productos de arcilla para la construcción","Fabricación de productos de arcilla para la construcción"
l10n_latam_sv.23932,23932,"Fabricación de productos de cerámica y porcelana ncp","Fabricación de productos de cerámica y porcelana ncp"
l10n_latam_sv.23931,23931,"Fabricación de productos de cerámica y porcelana no refractaria","Fabricación de productos de cerámica y porcelana no refractaria"
l10n_latam_sv.19100,19100,"Fabricación de productos de hornos de coque","Fabricación de productos de hornos de coque"
l10n_latam_sv.16299,16299,"Fabricación de productos de madera, corcho, paja y materiales trenzables npc","Fabricación de productos de madera, corcho, paja y materiales trenzables npc"
l10n_latam_sv.17092,17092,"Fabricación de productos de papel ncp","Fabricación de productos de papel ncp"
l10n_latam_sv.10209,10209,"Fabricación de productos de pescado ncp","Fabricación de productos de pescado ncp"
l10n_latam_sv.23109,23109,"Fabricación de productos de vidrio ncp","Fabricación de productos de vidrio ncp"
l10n_latam_sv.25999,25999,"Fabricación de productos elaborados de metal ncp","Fabricación de productos elaborados de metal ncp"
l10n_latam_sv.10501,10501,"Fabricación de productos lácteos excepto sorbetes y quesos sustitutos","Fabricación de productos lácteos excepto sorbetes y quesos sustitutos"
l10n_latam_sv.32909,32909,"Fabricacion de productos manufacturados n.c.p.","Fabricacion de productos manufacturados n.c.p."
l10n_latam_sv.25111,25111,"Fabricación de productos metálicos para uso estructural","Fabricación de productos metálicos para uso estructural"
l10n_latam_sv.23990,23990,"Fabricación de productos minerales no metálicos ncp","Fabricación de productos minerales no metálicos ncp"
l10n_latam_sv.20292,20292,"Fabricación de productos pirotécnicos, explosivos y municiones","Fabricación de productos pirotécnicos, explosivos y municiones"
l10n_latam_sv.22209,22209,"Fabricación de productos plásticos n.c.p.","Fabricación de productos plásticos n.c.p."
l10n_latam_sv.22202,22202,"Fabricación de productos plasticos para uso personal o doméstico","Fabricación de productos plasticos para uso personal o doméstico"
l10n_latam_sv.24200,24200,"Fabricación de productos primarios de metales preciosos y metales no ferrosos","Fabricación de productos primarios de metales preciosos y metales no ferrosos"
l10n_latam_sv.20299,20299,"Fabricación de productos químicos n.c.p.","Fabricación de productos químicos n.c.p."
l10n_latam_sv.23910,23910,"Fabricacion de productos refractarios","Fabricacion de productos refractarios"
l10n_latam_sv.13999,13999,"Fabricación de productos textiles ncp","Fabricación de productos textiles ncp"
l10n_latam_sv.13921,13921,"Fabricación de productos textiles para el hogar","Fabricación de productos textiles para el hogar"
l10n_latam_sv.10503,10503,"Fabricación de quesos","Fabricación de quesos"
l10n_latam_sv.23102,23102,"Fabricación de recipientes y envases de vidrio","Fabricación de recipientes y envases de vidrio"
l10n_latam_sv.13942,13942,"Fabricación de redes de diversos materiales","Fabricación de redes de diversos materiales"
l10n_latam_sv.26520,26520,"Fabricación de relojes y piezas de relojes","Fabricación de relojes y piezas de relojes"
l10n_latam_sv.10713,10713,"Fabricación de repostería","Fabricación de repostería"
l10n_latam_sv.14302,14302,"Fabricación de ropa interior de tejido de punto","Fabricación de ropa interior de tejido de punto"
l10n_latam_sv.14101,14101,"Fabricación de ropa interior, para dormir y similares","Fabricación de ropa interior, para dormir y similares"
l10n_latam_sv.14102,14102,"Fabricación de ropa para niños","Fabricación de ropa para niños"
l10n_latam_sv.10502,10502,"Fabricación de sorbetes y helados","Fabricación de sorbetes y helados"
l10n_latam_sv.20119,20119,"Fabricación de sustancias químicas básicas","Fabricación de sustancias químicas básicas"
l10n_latam_sv.25120,25120,"Fabricación de tanques, depósitos y recipientes de metal","Fabricación de tanques, depósitos y recipientes de metal"
l10n_latam_sv.13930,13930,"Fabricación de tapices y alfombras","Fabricación de tapices y alfombras"
l10n_latam_sv.43901,43901,"Fabricación de techos y materiales diversos","Fabricación de techos y materiales diversos"
l10n_latam_sv.13910,13910,"Fabricación de tejidos de punto y ganchillo","Fabricación de tejidos de punto y ganchillo"
l10n_latam_sv.13120,13120,"Fabricación de telas","Fabricación de telas"
l10n_latam_sv.20291,20291,"Fabricación de tintas y colores para escribir y pintar; fabricación de cintas para impresoras","Fabricación de tintas y colores para escribir y pintar; fabricación de cintas para impresoras"
l10n_latam_sv.30400,30400,"Fabricación de vehículos militares de combate","Fabricación de vehículos militares de combate"
l10n_latam_sv.23101,23101,"Fabricación de vidrio","Fabricación de vidrio"
l10n_latam_sv.29100,29100,"Fabricación vehículos automotores","Fabricación vehículos automotores"
l10n_latam_sv.11042,11042,"Fabricación y envasado de agua","Fabricación y envasado de agua"
l10n_latam_sv.64300,64300,"Fideicomisos, fondos y otras fuentes de financiamiento","Fideicomisos, fondos y otras fuentes de financiamiento"
l10n_latam_sv.25910,25910,"Forjado, prensado, estampado y laminado de metales; pulvimetalurgia","Forjado, prensado, estampado y laminado de metales; pulvimetalurgia"
l10n_latam_sv.24310,24310,"Fundición de hierro y acero","Fundición de hierro y acero"
l10n_latam_sv.24320,24320,"Fundición de metales no ferrosos","Fundición de metales no ferrosos"
l10n_latam_sv.35101,35101,"Generación de energía eléctrica","Generación de energía eléctrica"
l10n_latam_sv.93110,93110,"Gestión de instalaciones deportivas","Gestión de instalaciones deportivas"
l10n_latam_sv.85101,85101,"Guardería educativa","Guardería educativa"
l10n_latam_sv.55102,55102,"Hoteles","Hoteles"
l10n_latam_sv.18110,18110,"Impresión","Impresión"
l10n_latam_sv.24100,24100,"Industrias básicas de hierro y acero","Industrias básicas de hierro y acero"
l10n_latam_sv.10721,10721,"Ingenios azucareros","Ingenios azucareros"
l10n_latam_sv.43220,43220,"Instalación de fontanería, calefacción y aire acondicionado","Instalación de fontanería, calefacción y aire acondicionado"
l10n_latam_sv.33200,33200,"Instalación de maquinaria y equipo industrial","Instalación de maquinaria y equipo industrial"
l10n_latam_sv.43210,43210,"Instalaciones eléctricas","Instalaciones eléctricas"
l10n_latam_sv.87300,87300,"Instituciones dedicadas al cuidado de ancianos y discapacitados","Instituciones dedicadas al cuidado de ancianos y discapacitados"
l10n_latam_sv.87200,87200,"Instituciones dedicadas al tratamiento del retraso mental, problemas de salud mental y el uso indebido de sustancias nocivas","Instituciones dedicadas al tratamiento del retraso mental, problemas de salud mental y el uso indebido de sustancias nocivas"
l10n_latam_sv.64921,64921,"Instituciones emisoras de tarjetas de crédito y otros","Instituciones emisoras de tarjetas de crédito y otros"
l10n_latam_sv.73200,73200,"Investigación de mercados y realización de encuestas de opinión pública","Investigación de mercados y realización de encuestas de opinión pública"
l10n_latam_sv.72199,72199,"Investigaciones científicas","Investigaciones científicas"
l10n_latam_sv.72100,72100,"Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería","Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería"
l10n_latam_sv.72200,72200,"Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades científica y desarrollo","Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades científica y desarrollo"
l10n_latam_sv.1631,1631,"Labores post cosecha de preparación de los productos agrícolas para su comercialización o para la industria","Labores post cosecha de preparación de los productos agrícolas para su comercialización o para la industria"
l10n_latam_sv.96010,96010,"Lavado y limpieza de prendas de tela y de piel, incluso la limpieza en SECO","Lavado y limpieza de prendas de tela y de piel, incluso la limpieza en SECO"
l10n_latam_sv.45208,45208,"Lavado y pasteado de vehículos (carwash)","Lavado y pasteado de vehículos (carwash)"
l10n_latam_sv.81210,81210,"Limpieza general de edificios","Limpieza general de edificios"
l10n_latam_sv.52240,52240,"Manipulación de carga","Manipulación de carga"
l10n_latam_sv.45403,45403,"Mantenimiento y reparación de motocicletas","Mantenimiento y reparación de motocicletas"
l10n_latam_sv.21001,21001,"Manufactura de productos farmacéuticos, sustancias químicas y productos botánicos","Manufactura de productos farmacéuticos, sustancias químicas y productos botánicos"
l10n_latam_sv.22208,22208,"Maquila de plásticos","Maquila de plásticos"
l10n_latam_sv.11048,11048,"Maquilado de aguas gaseosas","Maquilado de aguas gaseosas"
l10n_latam_sv.15128,15128,"Maquilado de artículos de cuero natural, sintético y de otros materiales","Maquilado de artículos de cuero natural, sintético y de otros materiales"
l10n_latam_sv.10724,10724,"Maquilado de azúcar de caña","Maquilado de azúcar de caña"
l10n_latam_sv.21008,21008,"Maquilado de medicamentos","Maquilado de medicamentos"
l10n_latam_sv.15208,15208,"Maquilado de partes y accesorios de calzado","Maquilado de partes y accesorios de calzado"
l10n_latam_sv.14108,14108,"Maquilado de prendas de vestir, accesorios y otros","Maquilado de prendas de vestir, accesorios y otros"
l10n_latam_sv.13948,13948,"Maquilado de productos trenzables de cualquier material (petates, sillas, etc.)","Maquilado de productos trenzables de cualquier material (petates, sillas, etc.)"
l10n_latam_sv.10102,10102,"Matanza y procesamiento de bovinos y porcinos","Matanza y procesamiento de bovinos y porcinos"
l10n_latam_sv.10103,10103,"Matanza y procesamientos de aves de corral","Matanza y procesamientos de aves de corral"
l10n_latam_sv.56109,56109,"Merenderos ambulantes","Merenderos ambulantes"
l10n_latam_sv.10722,10722,"Molienda de caña de azúcar para la elaboración de dulces","Molienda de caña de azúcar para la elaboración de dulces"
l10n_latam_sv.10611,10611,"Molienda de cereales","Molienda de cereales"
l10n_latam_sv.78100,78100,"Obtención y dotación de personal","Obtención y dotación de personal"
l10n_latam_sv.82300,82300,"Organización de convenciones y ferias de negocios","Organización de convenciones y ferias de negocios"
l10n_latam_sv.66290,66290,"Otras actividades auxiliares de seguros y fondos de pensiones","Otras actividades auxiliares de seguros y fondos de pensiones"
l10n_latam_sv.81290,81290,"Otras actividades combinadas de mantenimiento de edificios e instalaciones ncp","Otras actividades combinadas de mantenimiento de edificios e instalaciones ncp"
l10n_latam_sv.87901,87901,"Otras actividades de atención en instituciones","Otras actividades de atención en instituciones"
l10n_latam_sv.58190,58190,"Otras actividades de edición","Otras actividades de edición"
l10n_latam_sv.62090,62090,"Otras actividades de tecnología de información y servicios de computadora","Otras actividades de tecnología de información y servicios de computadora"
l10n_latam_sv.93190,93190,"Otras actividades deportivas","Otras actividades deportivas"
l10n_latam_sv.43900,43900,"Otras actividades especializadas de construcción","Otras actividades especializadas de construcción"
l10n_latam_sv.64199,64199,"Otras entidades financieras","Otras entidades financieras"
l10n_latam_sv.43290,43290,"Otras instalaciones para obras de construcción","Otras instalaciones para obras de construcción"
l10n_latam_sv.86909,86909,"Otros Servicio relacionados con la salud ncp","Otros Servicio relacionados con la salud ncp"
l10n_latam_sv.63990,63990,"Otros servicios de información n.c.p.","Otros servicios de información n.c.p."
l10n_latam_sv.79900,79900,"Otros servicios de reservas y actividades relacionadas","Otros servicios de reservas y actividades relacionadas"
l10n_latam_sv.85490,85490,"Otros tipos de enseñanza n.c.p.","Otros tipos de enseñanza n.c.p."
l10n_latam_sv.47990,47990,"Otros tipos de venta al por menor no realizada, en almacenes, puestos de venta o mercado","Otros tipos de venta al por menor no realizada, en almacenes, puestos de venta o mercado"
l10n_latam_sv.96020,96020,"Peluquería y otros tratamientos de belleza","Peluquería y otros tratamientos de belleza"
l10n_latam_sv.3120,3120,"Pesca de agua dulce","Pesca de agua dulce"
l10n_latam_sv.3110,3110,"Pesca marítima de altura y costera","Pesca marítima de altura y costera"
l10n_latam_sv.65120,65120,"Planes de seguro excepto de vida","Planes de seguro excepto de vida"
l10n_latam_sv.65110,65110,"Planes de seguros de vida","Planes de seguros de vida"
l10n_latam_sv.65200,65200,"Planes se seguro","Planes se seguro"
l10n_latam_sv.45207,45207,"Polarizado de vehículos (mediante la adhesión de papel especial a los vidrios)","Polarizado de vehículos (mediante la adhesión de papel especial a los vidrios)"
l10n_latam_sv.96030,96030,"Pompas fúnebres y actividades conexas","Pompas fúnebres y actividades conexas"
l10n_latam_sv.63120,63120,"Portales WEB","Portales WEB"
l10n_latam_sv.56210,56210,"Preparación de comida para eventos especiales","Preparación de comida para eventos especiales"
l10n_latam_sv.13111,13111,"Preparación de fibras textiles","Preparación de fibras textiles"
l10n_latam_sv.43120,43120,"Preparación de terreno","Preparación de terreno"
l10n_latam_sv.64928,64928,"Prestamistas y casas de empeño","Prestamistas y casas de empeño"
l10n_latam_sv.63110,63110,"Procesamiento de datos y actividades relacionadas","Procesamiento de datos y actividades relacionadas"
l10n_latam_sv.10201,10201,"Procesamiento y conservación de pescado, crustáceos y moluscos","Procesamiento y conservación de pescado, crustáceos y moluscos"
l10n_latam_sv.1199,1199,"Producción de cultivos no estacionales ncp","Producción de cultivos no estacionales ncp"
l10n_latam_sv.1299,1299,"Producción de cultivos perennes ncp","Producción de cultivos perennes ncp"
l10n_latam_sv.62010,62010,"Programación Informática","Programación Informática"
l10n_latam_sv.60900,60900,"Programación y transmisión de radio y televisión","Programación y transmisión de radio y televisión"
l10n_latam_sv.1300,1300,"Propagación de plantas","Propagación de plantas"
l10n_latam_sv.73100,73100,"Publicidad","Publicidad"
l10n_latam_sv.56106,56106,"Pupusería","Pupusería"
l10n_latam_sv.38304,38304,"Reciclaje de desperdicios y desechos de papel y cartón","Reciclaje de desperdicios y desechos de papel y cartón"
l10n_latam_sv.38302,38302,"Reciclaje de desperdicios y desechos de plástico y caucho","Reciclaje de desperdicios y desechos de plástico y caucho"
l10n_latam_sv.38303,38303,"Reciclaje de desperdicios y desechos de vidrio","Reciclaje de desperdicios y desechos de vidrio"
l10n_latam_sv.38305,38305,"Reciclaje de desperdicios y desechos metálicos","Reciclaje de desperdicios y desechos metálicos"
l10n_latam_sv.38309,38309,"Reciclaje de desperdicios y desechos no metálicos n.c.p.","Reciclaje de desperdicios y desechos no metálicos n.c.p."
l10n_latam_sv.38301,38301,"Reciclaje de desperdicios y desechos textiles","Reciclaje de desperdicios y desechos textiles"
l10n_latam_sv.38120,38120,"Recolección de desechos peligrosos","Recolección de desechos peligrosos"
l10n_latam_sv.2300,2300,"Recolección de productos diferentes a la madera","Recolección de productos diferentes a la madera"
l10n_latam_sv.38110,38110,"Recolección y transporte de desechos sólidos proveniente de hogares y sector urbano","Recolección y transporte de desechos sólidos proveniente de hogares y sector urbano"
l10n_latam_sv.84120,84120,"Regulación de las actividades de prestación de servicios sanitarios, educativos, culturales y otros servicios sociales, excepto seguridad social","Regulación de las actividades de prestación de servicios sanitarios, educativos, culturales y otros servicios sociales, excepto seguridad social"
l10n_latam_sv.84130,84130,"Regulación y facilitación de la actividad económica","Regulación y facilitación de la actividad económica"
l10n_latam_sv.45211,45211,"Remolque de vehículos automotores","Remolque de vehículos automotores"
l10n_latam_sv.95220,95220,"Reparación de aparatos doméstico y equipo de hogar y jardín","Reparación de aparatos doméstico y equipo de hogar y jardín"
l10n_latam_sv.95210,95210,"Reparación de aparatos electrónicos de consumo","Reparación de aparatos electrónicos de consumo"
l10n_latam_sv.95294,95294,"Reparación de bicicletas, sillas de ruedas y rodados n.c.p.","Reparación de bicicletas, sillas de ruedas y rodados n.c.p."
l10n_latam_sv.95230,95230,"Reparación de calzado y artículos de cuero","Reparación de calzado y artículos de cuero"
l10n_latam_sv.95110,95110,"Reparación de computadoras y equipo periférico","Reparación de computadoras y equipo periférico"
l10n_latam_sv.95120,95120,"Reparación de equipo de comunicación","Reparación de equipo de comunicación"
l10n_latam_sv.95291,95291,"Reparación de Instrumentos musicales","Reparación de Instrumentos musicales"
l10n_latam_sv.95293,95293,"Reparación de joyas y relojes","Reparación de joyas y relojes"
l10n_latam_sv.45206,45206,"Reparación de llantas de vehículos automotores","Reparación de llantas de vehículos automotores"
l10n_latam_sv.95240,95240,"Reparación de muebles y accesorios para el hogar","Reparación de muebles y accesorios para el hogar"
l10n_latam_sv.45201,45201,"Reparación mecánica de vehículos automotores","Reparación mecánica de vehículos automotores"
l10n_latam_sv.33150,33150,"Reparación y mantenimiento de equipo de transporte, excepto vehículos automotores","Reparación y mantenimiento de equipo de transporte, excepto vehículos automotores"
l10n_latam_sv.33140,33140,"Reparación y mantenimiento de equipo eléctrico","Reparación y mantenimiento de equipo eléctrico"
l10n_latam_sv.33130,33130,"Reparación y mantenimiento de equipo electrónico y óptico","Reparación y mantenimiento de equipo electrónico y óptico"
l10n_latam_sv.33190,33190,"Reparación y mantenimiento de equipos n.c.p.","Reparación y mantenimiento de equipos n.c.p."
l10n_latam_sv.33120,33120,"Reparación y mantenimiento de maquinaria","Reparación y mantenimiento de maquinaria"
l10n_latam_sv.33110,33110,"Reparación y mantenimiento de productos elaborados de metal","Reparación y mantenimiento de productos elaborados de metal"
l10n_latam_sv.45205,45205,"Reparación y reconstrucción de vías, stop y otros artículos de fibra de vidrio","Reparación y reconstrucción de vías, stop y otros artículos de fibra de vidrio"
l10n_latam_sv.95299,95299,"Reparaciones de enseres personales n.c.p.","Reparaciones de enseres personales n.c.p."
l10n_latam_sv.45204,45204,"Reparaciones de radiadores, escapes y silenciadores","Reparaciones de radiadores, escapes y silenciadores"
l10n_latam_sv.45209,45209,"Reparaciones de vehículos n.c.p.","Reparaciones de vehículos n.c.p."
l10n_latam_sv.45202,45202,"Reparaciones eléctricas del automotor y recarga de baterías","Reparaciones eléctricas del automotor y recarga de baterías"
l10n_latam_sv.18200,18200,"Reproducción de grabaciones","Reproducción de grabaciones"
l10n_latam_sv.87100,87100,"Residencias de ancianos con atención de enfermería","Residencias de ancianos con atención de enfermería"
l10n_latam_sv.56101,56101,"Restaurantes","Restaurantes"
l10n_latam_sv.13922,13922,"Sacos, bolsas y otros artículos textiles","Sacos, bolsas y otros artículos textiles"
l10n_latam_sv.65199,65199,"Seguros generales de todo tipo","Seguros generales de todo tipo"
l10n_latam_sv.68101,68101,"Servicio de alquiler y venta de lotes en cementerios","Servicio de alquiler y venta de lotes en cementerios"
l10n_latam_sv.1633,1633,"Servicio de beneficiado de plantas textiles (incluye el beneficiado cuando este es realizado en la misma explotación agropecuaria)","Servicio de beneficiado de plantas textiles (incluye el beneficiado cuando este es realizado en la misma explotación agropecuaria)"
l10n_latam_sv.1632,1632,"Servicio de beneficio de café","Servicio de beneficio de café"
l10n_latam_sv.13992,13992,"Servicio de bordados en artículos y prendas de tela","Servicio de bordados en artículos y prendas de tela"
l10n_latam_sv.85104,85104,"Servicio de educación preescolar y primaria integrada","Servicio de educación preescolar y primaria integrada"
l10n_latam_sv.82929,82929,"Servicio de envase y empaque ncp","Servicio de envase y empaque ncp"
l10n_latam_sv.56302,56302,"Servicio de expendio de bebidas en puestos callejeros, mercados y ferias","Servicio de expendio de bebidas en puestos callejeros, mercados y ferias"
l10n_latam_sv.56301,56301,"Servicio de expendio de bebidas en salones y bares","Servicio de expendio de bebidas en salones y bares"
l10n_latam_sv.82190,82190,"Servicio de fotocopiado y similares, excepto en imprentas","Servicio de fotocopiado y similares, excepto en imprentas"
l10n_latam_sv.52211,52211,"Servicio de garaje y estacionamiento","Servicio de garaje y estacionamiento"
l10n_latam_sv.61109,61109,"Servicio de Internet n.c.p.","Servicio de Internet n.c.p."
l10n_latam_sv.61102,61102,"Servicio de Internet","Servicio de Internet"
l10n_latam_sv.81300,81300,"Servicio de jardinería","Servicio de jardinería"
l10n_latam_sv.32308,32308,"Servicio de maquila de productos deportivos","Servicio de maquila de productos deportivos"
l10n_latam_sv.25118,25118,"Servicio de maquila para la fabricación de estructuras metálicas","Servicio de maquila para la fabricación de estructuras metálicas"
l10n_latam_sv.10409,10409,"Servicio de maquilado de aceites","Servicio de maquilado de aceites"
l10n_latam_sv.32402,32402,"Servicio de maquilado de juguetes y juegos","Servicio de maquilado de juguetes y juegos"
l10n_latam_sv.23108,23108,"Servicio de maquilado","Servicio de maquilado"
l10n_latam_sv.10628,10628,"Servicio de molienda de maíz húmedo molino para nixtamal","Servicio de molienda de maíz húmedo molino para nixtamal"
l10n_latam_sv.10101,10101,"Servicio de rastros y mataderos de bovinos y porcinos","Servicio de rastros y mataderos de bovinos y porcinos"
l10n_latam_sv.61103,61103,"Servicio de telefonia fija","Servicio de telefonia fija"
l10n_latam_sv.61101,61101,"Servicio de telefonia","Servicio de telefonia"
l10n_latam_sv.82110,82110,"Servicios administrativos de oficinas","Servicios administrativos de oficinas"
l10n_latam_sv.1619,1619,"Servicios agrícolas ncp","Servicios agrícolas ncp"
l10n_latam_sv.63910,63910,"Servicios de Agencias de Noticias","Servicios de Agencias de Noticias"
l10n_latam_sv.71103,71103,"Servicios de agrimensura, topografía, cartografía, prospección y geofísica y servicios conexos","Servicios de agrimensura, topografía, cartografía, prospección y geofísica y servicios conexos"
l10n_latam_sv.86901,86901,"Servicios de análisis y estudios de diagnóstico","Servicios de análisis y estudios de diagnóstico"
l10n_latam_sv.85500,85500,"Servicios de apoyo a la enseñanza","Servicios de apoyo a la enseñanza"
l10n_latam_sv.3300,3300,"Servicios de apoyo a la pesca y acuicultura","Servicios de apoyo a la pesca y acuicultura"
l10n_latam_sv.2400,2400,"Servicios de apoyo a la silvicultura","Servicios de apoyo a la silvicultura"
l10n_latam_sv.71101,71101,"Servicios de arquitectura y planificación urbana y servicios conexos","Servicios de arquitectura y planificación urbana y servicios conexos"
l10n_latam_sv.10613,10613,"Servicios de beneficiado de productos agrícolas ncp (excluye Beneficio de azúcar rama 1072 y beneficio de café rama 0163)","Servicios de beneficiado de productos agrícolas ncp (excluye Beneficio de azúcar rama 1072 y beneficio de café rama 0163)"
l10n_latam_sv.95292,95292,"Servicios de cerrajería y copiado de llaves","Servicios de cerrajería y copiado de llaves"
l10n_latam_sv.56292,56292,"Servicios de concesión de cafetines y chalet en empresas e","Servicios de concesión de cafetines y chalet en empresas e"
l10n_latam_sv.10105,10105,"Servicios de conservación y empaque de carnes","Servicios de conservación y empaque de carnes"
l10n_latam_sv.1614,1614,"Servicios de contratación de mano de obra para la agricultura","Servicios de contratación de mano de obra para la agricultura"
l10n_latam_sv.53100,53100,"Servicios de correo nacional","Servicios de correo nacional"
l10n_latam_sv.60100,60100,"Servicios de difusiones de radio","Servicios de difusiones de radio"
l10n_latam_sv.82921,82921,"Servicios de envase y empaque de productos alimenticios","Servicios de envase y empaque de productos alimenticios"
l10n_latam_sv.82922,82922,"Servicios de envase y empaque de productos medicinales","Servicios de envase y empaque de productos medicinales"
